"","...1","Date","Competition","...4","VT","UB","BB","FX","AA","Full_Name","Nation","Birthdate","comp_year","Comp_Year","Age"
"17077",17077,"Sep 6-11","Ukrainian Championships","AA",14.7,13,14.233,12.4,54.333,"Anastasiia Motak","Poland, formerly Ukraine",2004-11-12,NA,2021,19
"17078",17078,"Jul 20-28","European Youth Olympic Festival","EF",14.016,NA,NA,NA,NA,"Anastasiia Motak","Poland, formerly Ukraine",2004-11-12,NA,2020,19
"17079",17079,"Jul 20-28","European Youth Olympic Festival","QF",14.2,11.2,NA,NA,NA,"Anastasiia Motak","Poland, formerly Ukraine",2004-11-12,NA,2020,19
"17080",17080,"Jun 24-30","Junior World Championships","EF",13.95,NA,NA,NA,NA,"Anastasiia Motak","Poland, formerly Ukraine",2004-11-12,NA,2020,19
"17081",17081,"Jun 24-30","Junior World Championships","AA",14.141,10.733,11.566,12.366,48.806,"Anastasiia Motak","Poland, formerly Ukraine",2004-11-12,NA,2020,19
"17082",17082,"Apr 25-27","European Games Test Event","EF",13.249,NA,11.366,12.3,NA,"Anastasiia Motak","Poland, formerly Ukraine",2004-11-12,NA,2020,19
"17083",17083,"Apr 25-27","European Games Test Event","AA",14.333,11.7,11.4,12.866,50.299,"Anastasiia Motak","Poland, formerly Ukraine",2004-11-12,NA,2020,19
"17084",17084,"Mar 28-31","Stella Zakharova Cup","EF",13.45,NA,NA,NA,NA,"Anastasiia Motak","Poland, formerly Ukraine",2004-11-12,NA,2020,19
"17085",17085,"Mar 28-31","Stella Zakharova Cup","AA",14.05,9.85,11.2,12.2,47.3,"Anastasiia Motak","Poland, formerly Ukraine",2004-11-12,NA,2020,19
"17086",17086,"Mar 3-7","Ukrainian Championships","AA",14,11.933,12.433,13.1,51.467,"Anastasiia Motak","Poland, formerly Ukraine",2004-11-12,NA,2020,19
"17087",17087,"Nov 10-11","Tournoi International","EF",NA,NA,NA,12.2,NA,"Anastasiia Motak","Poland, formerly Ukraine",2004-11-12,NA,2019,19
"17088",17088,"Nov 10-11","Tournoi International","AA",13.4,10.35,11.667,13.15,48.567,"Anastasiia Motak","Poland, formerly Ukraine",2004-11-12,NA,2019,19
"17089",17089,"Nov 4-6","Mälar Cup","EF",NA,NA,NA,12.066,NA,"Ada Ogieglo","Poland",NA,NA,2023,NA
"17090",17090,"Nov 4-6","Mälar Cup","AA",NA,NA,7.633,12.566,NA,"Ada Ogieglo","Poland",NA,NA,2023,NA
"17091",17091,"Sep 30-Oct 2","Szombathely Challenge Cup","QF",NA,NA,10.7,10.933,NA,"Ada Ogieglo","Poland",NA,NA,2023,NA
"17092",17092,"Sep 17-18","Gym Festival Trnava","EF",NA,NA,NA,11.35,NA,"Ada Ogieglo","Poland",NA,NA,2023,NA
"17093",17093,"Sep 17-18","Gym Festival Trnava","AA",NA,NA,8.75,11.3,NA,"Ada Ogieglo","Poland",NA,NA,2023,NA
"17094",17094,"Jun 10-12","Polish Championships","EF",NA,NA,10.42,12.2,NA,"Ada Ogieglo","Poland",NA,NA,2023,NA
"17095",17095,"Jun 10-12","Polish Championships","AA",NA,NA,11.1,11,NA,"Ada Ogieglo","Poland",NA,NA,2023,NA
"17096",17096,"Mar 31-Apr 3","Baku World Cup","QF",NA,NA,9.166,11,NA,"Ada Ogieglo","Poland",NA,NA,2023,NA
"17097",17097,"Feb 24-27","Cottbus World Cup","EF",NA,NA,NA,11.733,NA,"Ada Ogieglo","Poland",NA,NA,2023,NA
"17098",17098,"Feb 24-27","Cottbus World Cup","QF",NA,NA,NA,11.6,NA,"Ada Ogieglo","Poland",NA,NA,2023,NA
"17099",17099,"Jun 3-5","Polish Championships","EF",NA,NA,NA,12.5,NA,"Ada Ogieglo","Poland",NA,NA,2022,NA
"17100",17100,"Jun 3-5","Polish Championships","AA",12.2,8.966,8.066,11.433,40.665,"Ada Ogieglo","Poland",NA,NA,2022,NA
"17101",17101,"Mar 27-28","Polish Senior Cup","AA",NA,7.1,9.55,10.4,NA,"Ada Ogieglo","Poland",NA,NA,2022,NA
"17102",17102,"Nov 7-8","Polish Championships","EF",NA,NA,8.333,12.633,NA,"Ada Ogieglo","Poland",NA,NA,2021,NA
"17103",17103,"Nov 7-8","Polish Championships","AA",12.3,8.2,10.533,12.7,43.733,"Ada Ogieglo","Poland",NA,NA,2021,NA
"17104",17104,"Mar 15-17","Polish Women’s Cup","EF",11.733,NA,NA,NA,NA,"Ada Ogieglo","Poland",NA,NA,2020,NA
"17105",17105,"Mar 15-17","Polish Women’s Cup","AA",11.966,NA,8.533,8.7,NA,"Ada Ogieglo","Poland",NA,NA,2020,NA
"17106",17106,"Dec 7-9","Barborka Cup","AA",12.25,3.933,7.867,11.233,35.283,"Ada Ogieglo","Poland",NA,NA,2019,NA
"17107",17107,"Jun 28-Jul 1","Polish Championships","EF",11.167,NA,NA,NA,NA,"Ada Ogieglo","Poland",NA,NA,2019,NA
"17108",17108,"Jun 28-Jul 1","Polish Championships","AA",12.233,NA,9,11.2,NA,"Ada Ogieglo","Poland",NA,NA,2019,NA
"17109",17109,"Apr 21-25","European Championships","AA",NA,NA,NA,5.166,NA,"Marta Pihan-Kulesza","Poland",1987-07-23,NA,2023,36
"17110",17110,"Apr 21-25","European Championships","QF",13.4,12.066,13.133,12.433,51.032,"Marta Pihan-Kulesza","Poland",1987-07-23,NA,2023,36
"17111",17111,"Mar 27-28","Polish Senior Cup","AA",13.05,13.2,11.4,13,50.65,"Marta Pihan-Kulesza","Poland",1987-07-23,NA,2023,36
"17112",17112,"Nov 7-8","Polish Championships","EF",NA,12.3,13,13.5,NA,"Marta Pihan-Kulesza","Poland",1987-07-23,NA,2021,36
"17113",17113,"Nov 7-8","Polish Championships","AA",13.4,13.3,13.967,13.033,53.7,"Marta Pihan-Kulesza","Poland",1987-07-23,NA,2021,36
"17114",17114,"Oct 2-4","Szombathely Challenge Cup","EF",NA,10.4,10.35,12.9,NA,"Marta Pihan-Kulesza","Poland",1987-07-23,NA,2021,36
"17115",17115,"Oct 2-4","Szombathely Challenge Cup","QF",NA,12,13.7,12.5,NA,"Marta Pihan-Kulesza","Poland",1987-07-23,NA,2021,36
"17116",17116,"Mar 12-13","Baku World Cup","QF",NA,12.133,12.6,12.266,NA,"Marta Pihan-Kulesza","Poland",1987-07-23,NA,2021,36
"17117",17117,"Nov 21-24","Cottbus World Cup","EF",NA,NA,NA,13.233,NA,"Marta Pihan-Kulesza","Poland",1987-07-23,NA,2020,36
"17118",17118,"Nov 21-24","Cottbus World Cup","QF",NA,3.133,12.666,13.1,NA,"Marta Pihan-Kulesza","Poland",1987-07-23,NA,2020,36
"17119",17119,"Apr 10-14","European Championships","QF",13.233,10.866,11.2,12.933,48.232,"Marta Pihan-Kulesza","Poland",1987-07-23,NA,2020,36
"17120",17120,"Mar 20-23","Doha World Cup","EF",NA,NA,NA,13.233,NA,"Marta Pihan-Kulesza","Poland",1987-07-23,NA,2020,36
"17121",17121,"Mar 20-23","Doha World Cup","QF",NA,11.7,12.633,13.033,NA,"Marta Pihan-Kulesza","Poland",1987-07-23,NA,2020,36
"17122",17122,"2-Mar","Austrian Team Open","AA",12.9,7.15,13.2,12.95,46.2,"Marta Pihan-Kulesza","Poland",1987-07-23,NA,2020,36
"17123",17123,"Nov 22-25","Cottbus World Cup","EF",NA,NA,NA,13.433,NA,"Marta Pihan-Kulesza","Poland",1987-07-23,NA,2019,36
"17124",17124,"Nov 22-25","Cottbus World Cup","QF",NA,NA,10.933,13.266,NA,"Marta Pihan-Kulesza","Poland",1987-07-23,NA,2019,36
"17125",17125,"Oct 25-Nov 3","World Championships","QF",11.5,11.633,13.1,12.833,49.066,"Marta Pihan-Kulesza","Poland",1987-07-23,NA,2019,36
"17126",17126,"Aug 2-12","European Championships","QF",NA,11.166,12.433,12.7,NA,"Marta Pihan-Kulesza","Poland",1987-07-23,NA,2019,36
"17127",17127,"Jun 28-Jul 1","Polish Championships","EF",NA,NA,13.45,NA,NA,"Marta Pihan-Kulesza","Poland",1987-07-23,NA,2019,36
"17128",17128,"Jun 28-Jul 1","Polish Championships","AA",13.2,12.833,12.9,13.3,52.233,"Marta Pihan-Kulesza","Poland",1987-07-23,NA,2019,36
"17129",17129,"7-May","4th Italian Serie A","AA",NA,11.7,13.95,NA,NA,"Marta Pihan-Kulesza","Poland",1987-07-23,NA,2018,36
"17130",17130,"Mar 31-Apr 3","Cottbus World Challenge Cup","EF",NA,NA,NA,13.233,NA,"Marta Pihan-Kulesza","Poland",1987-07-23,NA,2018,36
"17131",17131,"Mar 31-Apr 3","Cottbus World Challenge Cup","QF",NA,12.6,12.95,13.15,NA,"Marta Pihan-Kulesza","Poland",1987-07-23,NA,2018,36
"17132",17132,"Mar 18-20","DTB Team Challenge","TF",13.866,11.966,13.9,12.033,51.765,"Marta Pihan-Kulesza","Poland",1987-07-23,NA,2018,36
"17133",17133,"Mar 18-20","DTB Team Challenge","QF",13.9,11.3,14.35,13.7,53.25,"Marta Pihan-Kulesza","Poland",1987-07-23,NA,2018,36
"17134",17134,"7-Feb","1st Italian Serie A","AA",NA,11.3,14.3,NA,NA,"Marta Pihan-Kulesza","Poland",1987-07-23,NA,2018,36
"17135",17135,"Oct 23-Nov 1","World Championships","QF",13.933,13.533,13.833,12.766,54.065,"Marta Pihan-Kulesza","Poland",1987-07-23,NA,2016,36
"17136",17136,"3-Oct","Barborka Cup","AA",13.866,11.75,14.133,14.266,54.015,"Marta Pihan-Kulesza","Poland",1987-07-23,NA,2016,36
"17137",17137,"19-Sep","Austria-Hungary-Poland Friendly","AA",12.75,12.8,13.6,13.55,52.7,"Marta Pihan-Kulesza","Poland",1987-07-23,NA,2016,36
"17138",17138,"May 22-24","Polish International","AA",14,14.1,13.2,14.3,55.6,"Marta Pihan-Kulesza","Poland",1987-07-23,NA,2016,36
"17139",17139,"9-May","4th Italian Serie A","AA",NA,14.2,13.7,NA,NA,"Marta Pihan-Kulesza","Poland",1987-07-23,NA,2016,36
"17140",17140,"Apr 15-19","European Championships","EF",NA,NA,NA,14.233,NA,"Marta Pihan-Kulesza","Poland",1987-07-23,NA,2016,36
"17141",17141,"Apr 15-19","European Championships","AA",13.733,13.966,13.333,14.166,55.198,"Marta Pihan-Kulesza","Poland",1987-07-23,NA,2016,36
"17142",17142,"Apr 15-19","European Championships","QF",13.8,13.666,12.933,14.133,54.532,"Marta Pihan-Kulesza","Poland",1987-07-23,NA,2016,36
"17143",17143,"Mar 19-22","Cottbus World Cup","EF",NA,NA,NA,14.225,NA,"Marta Pihan-Kulesza","Poland",1987-07-23,NA,2016,36
"17144",17144,"Mar 19-22","Cottbus World Cup","QF",NA,12.833,NA,14,NA,"Marta Pihan-Kulesza","Poland",1987-07-23,NA,2016,36
"17145",17145,"6-Mar","3rd Italian Serie A","AA",NA,13.55,NA,13.45,NA,"Marta Pihan-Kulesza","Poland",1987-07-23,NA,2016,36
"17146",17146,"28-Feb","2nd Italian Serie A","AA",NA,14.05,NA,13.05,NA,"Marta Pihan-Kulesza","Poland",1987-07-23,NA,2016,36
"17147",17147,"7-Feb","1st Italian Serie A","AA",NA,11.9,NA,13.65,NA,"Marta Pihan-Kulesza","Poland",1987-07-23,NA,2016,36
"17148",17148,"Dec 5-6","Mexican Open","AA",13.65,13.6,13.6,13.6,54.45,"Marta Pihan-Kulesza","Poland",1987-07-23,NA,2015,36
"17149",17149,"15-Nov","Joaquin Blume Memorial","AA",13.85,13.55,14.1,13.45,54.95,"Marta Pihan-Kulesza","Poland",1987-07-23,NA,2015,36
"17150",17150,"Oct 3-12","World Championships","AA",13.966,13.691,14.133,13.366,55.156,"Marta Pihan-Kulesza","Poland",1987-07-23,NA,2015,36
"17151",17151,"Oct 3-12","World Championships","QF",14.066,13.933,14.133,13.366,55.156,"Marta Pihan-Kulesza","Poland",1987-07-23,NA,2015,36
"17152",17152,"13-Sep","CZE-POL Friendly","AA",13.8,13.966,13.033,13.5,54.299,"Marta Pihan-Kulesza","Poland",1987-07-23,NA,2015,36
"17153",17153,"May 12-18","European Championships","EF",NA,NA,13.733,14.4,NA,"Marta Pihan-Kulesza","Poland",1987-07-23,NA,2015,36
"17154",17154,"May 12-18","European Championships","QF",13.833,13.966,14.4,14.3,56.499,"Marta Pihan-Kulesza","Poland",1987-07-23,NA,2015,36
"17155",17155,"13-Apr","International Women","AA",NA,14.15,13.3,13.85,NA,"Marta Pihan-Kulesza","Poland",1987-07-23,NA,2015,36
"17156",17156,"5-Apr","3rd Italian Serie A","AA",NA,14.25,NA,13.4,NA,"Marta Pihan-Kulesza","Poland",1987-07-23,NA,2015,36
"17157",17157,"Mar 13-16","Cottbus World Cup","EF",NA,13.225,NA,13.95,NA,"Marta Pihan-Kulesza","Poland",1987-07-23,NA,2015,36
"17158",17158,"Mar 13-16","Cottbus World Cup","QF",NA,13.133,NA,13.733,NA,"Marta Pihan-Kulesza","Poland",1987-07-23,NA,2015,36
"17159",17159,"8-Mar","2nd Italian Serie A","AA",NA,13.6,NA,13.85,NA,"Marta Pihan-Kulesza","Poland",1987-07-23,NA,2015,36
"17160",17160,"8-Feb","1st Italian Serie A","AA",NA,13.1,13.35,NA,NA,"Marta Pihan-Kulesza","Poland",1987-07-23,NA,2015,36
"17161",17161,"Sep 30-Oct 6","World Championships","QF",12.266,13.266,13.066,12.033,50.631,"Marta Pihan-Kulesza","Poland",1987-07-23,NA,2014,36
"17162",17162,"Mar 16-17","La Roche-sur-Yon World Cup","QF",NA,11.3,NA,NA,NA,"Marta Pihan-Kulesza","Poland",1987-07-23,NA,2014,36
"17163",17163,"Jul 27-Aug 12","Olympic Games","AA",13.933,14.333,12.933,14.266,55.465,"Marta Pihan-Kulesza","Poland",1987-07-23,NA,2013,36
"17164",17164,"Jul 27-Aug 12","Olympic Games","QF",13.833,14.033,12.166,14.333,54.365,"Marta Pihan-Kulesza","Poland",1987-07-23,NA,2013,36
"17165",17165,"May 8-13","European Championships","EF",NA,NA,NA,13.4,NA,"Marta Pihan-Kulesza","Poland",1987-07-23,NA,2013,36
"17166",17166,"May 8-13","European Championships","QF",13.8,13.433,14.166,13.833,55.232,"Marta Pihan-Kulesza","Poland",1987-07-23,NA,2013,36
"17167",17167,"Apr 27-29","Osijek Challenge Cup","EF",NA,13.8,NA,NA,NA,"Marta Pihan-Kulesza","Poland",1987-07-23,NA,2013,36
"17168",17168,"Apr 27-29","Osijek Challenge Cup","QF",NA,14.25,12.5,NA,NA,"Marta Pihan-Kulesza","Poland",1987-07-23,NA,2013,36
"17169",17169,"Mar 28-30","Doha Challenge Cup","EF",NA,14.275,13.9,13.6,NA,"Marta Pihan-Kulesza","Poland",1987-07-23,NA,2013,36
"17170",17170,"Mar 28-30","Doha Challenge Cup","QF",NA,14.15,13.7,13.8,NA,"Marta Pihan-Kulesza","Poland",1987-07-23,NA,2013,36
"17171",17171,"Mar 22-25","Cottbus Challenge Cup","EF",NA,13.7,NA,NA,NA,"Marta Pihan-Kulesza","Poland",1987-07-23,NA,2013,36
"17172",17172,"Mar 22-25","Cottbus Challenge Cup","QF",NA,13.675,12.125,NA,NA,"Marta Pihan-Kulesza","Poland",1987-07-23,NA,2013,36
"17173",17173,"Jan 10-18","Olympic Test Event","EF",NA,13.966,NA,NA,NA,"Marta Pihan-Kulesza","Poland",1987-07-23,NA,2013,36
"17174",17174,"Jan 10-18","Olympic Test Event","AA",13.7,13.925,12.4,13.033,53.058,"Marta Pihan-Kulesza","Poland",1987-07-23,NA,2013,36
"17175",17175,"Aug 8-24","Olympic Games","QF",13.625,14.375,13.525,14.125,55.65,"Marta Pihan-Kulesza","Poland",1987-07-23,NA,2012,36
"17176",17176,"Mar 27-28","Polish Senior Cup","AA",12.3,10,10.1,6,38.4,"Dagmara Pyzio","Poland",2005-09-30,NA,2022,18
"17177",17177,"Nov 7-8","Polish Championships","EF",13.35,12.567,11.867,12.933,NA,"Dagmara Pyzio","Poland",2005-09-30,NA,2021,18
"17178",17178,"Nov 7-8","Polish Championships","AA",12.65,9.9,10.9,12.067,45.517,"Dagmara Pyzio","Poland",2005-09-30,NA,2021,18
"17179",17179,"Nov 28-30","Olympic Hopes Cup","EF",12.967,11.2,NA,11.833,NA,"Dagmara Pyzio","Poland",2005-09-30,NA,2020,18
"17180",17180,"Nov 28-30","Olympic Hopes Cup","AA",13.1,12.2,11.433,12.633,49.366,"Dagmara Pyzio","Poland",2005-09-30,NA,2020,18
"17181",17181,"Jul 20-28","European Youth Olympic Festival","QF",12.75,9.4,11.2,12.05,45.4,"Dagmara Pyzio","Poland",2005-09-30,NA,2020,18
"17182",17182,"Jun 24-30","Junior World Championships","AA",13.166,10.333,12.066,11.866,47.431,"Dagmara Pyzio","Poland",2005-09-30,NA,2020,18
"17183",17183,"Jun 8-9","FIT Challenge","AA",13.3,NA,11.633,11.266,NA,"Dagmara Pyzio","Poland",2005-09-30,NA,2020,18
"17184",17184,"Jun 1-2","Gym Festival Trnava","EF",12.8,NA,NA,NA,NA,"Dagmara Pyzio","Poland",2005-09-30,NA,2020,18
"17185",17185,"Jun 1-2","Gym Festival Trnava","AA",13.15,10.2,10.15,11.9,45.4,"Dagmara Pyzio","Poland",2005-09-30,NA,2020,18
"17186",17186,"Apr 26-28","Polish Championships","EF",13.1,10.45,11.4,12.7,NA,"Dagmara Pyzio","Poland",2005-09-30,NA,2020,18
"17187",17187,"Apr 26-28","Polish Championships","AA",12.7,11.35,12.55,12.2,48.8,"Dagmara Pyzio","Poland",2005-09-30,NA,2020,18
"17188",17188,"Dec 7-9","Barborka Cup","AA",13.45,10.8,11.333,12.367,47.95,"Dagmara Pyzio","Poland",2005-09-30,NA,2019,18
"17189",17189,"Nov 29-Dec 1","Olympic Hopes Cup","EF",13.033,10.033,NA,12.267,NA,"Dagmara Pyzio","Poland",2005-09-30,NA,2019,18
"17190",17190,"Nov 29-Dec 1","Olympic Hopes Cup","AA",13.1,11.6,11.35,12.55,48.6,"Dagmara Pyzio","Poland",2005-09-30,NA,2019,18
"17191",17191,"Nov 23-24","Zifcakovcov Memorial","EF",13,12.033,NA,NA,NA,"Dagmara Pyzio","Poland",2005-09-30,NA,2019,18
"17192",17192,"Nov 23-24","Zifcakovcov Memorial","AA",13.6,12.566,11.766,11.7,49.632,"Dagmara Pyzio","Poland",2005-09-30,NA,2019,18
"17193",17193,"Jun 28-Jul 1","Polish Championships","EF",13.334,11.6,10.75,12.7,NA,"Dagmara Pyzio","Poland",2005-09-30,NA,2019,18
"17194",17194,"Jun 28-Jul 1","Polish Championships","AA",13.933,9.8,11.5,13,48.233,"Dagmara Pyzio","Poland",2005-09-30,NA,2019,18
"17195",17195,"Jun 9-10","Gym Festival Trnava","AA",13.2,12.15,12.4,12.55,50.3,"Dagmara Pyzio","Poland",2005-09-30,NA,2019,18
"17196",17196,"May 18-19","Polish Cup","AA",13.05,10.9,13,13.3,50.25,"Dagmara Pyzio","Poland",2005-09-30,NA,2019,18
"17197",17197,"May 5-6","International GymSport","EF",12.788,13.475,NA,NA,NA,"Dagmara Pyzio","Poland",2005-09-30,NA,2019,18
"17198",17198,"May 5-6","International GymSport","AA",13.2,12.55,11.8,12.05,49.6,"Dagmara Pyzio","Poland",2005-09-30,NA,2019,18
"17199",17199,"Nov 24-26","Baborka Cup","AA",11.367,10.767,11.767,11.967,45.868,"Dagmara Pyzio","Poland",2005-09-30,NA,2018,18
"17200",17200,"Mar 12-13","Baku World Cup","QF",12.95,NA,11.066,NA,NA,"Gabriela Weronika Sasnal (formerly Janik)","Poland",1993-03-10,NA,2021,30
"17201",17201,"Nov 21-24","Cottbus World Cup","QF",13.608,NA,12.433,12.333,NA,"Gabriela Weronika Sasnal (formerly Janik)","Poland",1993-03-10,NA,2020,30
"17202",17202,"Oct 4-13","World Championships","QF",13.666,12.633,10.233,12.3,48.832,"Gabriela Weronika Sasnal (formerly Janik)","Poland",1993-03-10,NA,2020,30
"17203",17203,"Sep 14-15","Paris Challenge Cup","EF",12.325,NA,NA,NA,NA,"Gabriela Weronika Sasnal (formerly Janik)","Poland",1993-03-10,NA,2020,30
"17204",17204,"Sep 14-15","Paris Challenge Cup","QF",13.35,12.3,12.85,11.4,NA,"Gabriela Weronika Sasnal (formerly Janik)","Poland",1993-03-10,NA,2020,30
"17205",17205,"Jun 27-30","European Games","EF",13.699,NA,NA,NA,NA,"Gabriela Weronika Sasnal (formerly Janik)","Poland",1993-03-10,NA,2020,30
"17206",17206,"Jun 27-30","European Games","AA",13.6,11.533,12.5,12.4,50.033,"Gabriela Weronika Sasnal (formerly Janik)","Poland",1993-03-10,NA,2020,30
"17207",17207,"Jun 27-30","European Games","QF",13.5,12.733,12.1,12.2,50.533,"Gabriela Weronika Sasnal (formerly Janik)","Poland",1993-03-10,NA,2020,30
"17208",17208,"Jun 8-9","FIT Challenge","AA",13.9,13.033,12.4,11.566,50.899,"Gabriela Weronika Sasnal (formerly Janik)","Poland",1993-03-10,NA,2020,30
"17209",17209,"Apr 26-28","Polish Championships","EF",13.925,13.05,12.6,12.8,NA,"Gabriela Weronika Sasnal (formerly Janik)","Poland",1993-03-10,NA,2020,30
"17210",17210,"Apr 26-28","Polish Championships","AA",13.6,10.95,12.95,12.25,49.75,"Gabriela Weronika Sasnal (formerly Janik)","Poland",1993-03-10,NA,2020,30
"17211",17211,"Apr 10-14","European Championships","QF",13.566,11.8,12.8,11.133,49.299,"Gabriela Weronika Sasnal (formerly Janik)","Poland",1993-03-10,NA,2020,30
"17212",17212,"Mar 20-23","Doha World Cup","EF",13.716,NA,NA,NA,NA,"Gabriela Weronika Sasnal (formerly Janik)","Poland",1993-03-10,NA,2020,30
"17213",17213,"Mar 20-23","Doha World Cup","QF",13.733,10.466,12.033,11.133,NA,"Gabriela Weronika Sasnal (formerly Janik)","Poland",1993-03-10,NA,2020,30
"17214",17214,"Nov 22-25","Cottbus World Cup","QF",13.349,11,NA,NA,NA,"Gabriela Weronika Sasnal (formerly Janik)","Poland",1993-03-10,NA,2019,30
"17215",17215,"Oct 25-Nov 3","World Championships","QF",13.233,12.766,11.866,12,49.865,"Gabriela Weronika Sasnal (formerly Janik)","Poland",1993-03-10,NA,2019,30
"17216",17216,"Aug 2-12","European Championships","QF",13.5,10.966,10.733,12.2,47.399,"Gabriela Weronika Sasnal (formerly Janik)","Poland",1993-03-10,NA,2019,30
"17217",17217,"Jun 28-Jul 1","Polish Championships","EF",13.584,12.767,12.7,13.35,NA,"Gabriela Weronika Sasnal (formerly Janik)","Poland",1993-03-10,NA,2019,30
"17218",17218,"Jun 28-Jul 1","Polish Championships","AA",14.167,12.8,12.05,13.05,52.067,"Gabriela Weronika Sasnal (formerly Janik)","Poland",1993-03-10,NA,2019,30
"17219",17219,"Jun 14-17","Guimaraes Challenge Cup","EF",13.625,11.15,NA,NA,NA,"Gabriela Weronika Sasnal (formerly Janik)","Poland",1993-03-10,NA,2019,30
"17220",17220,"Jun 14-17","Guimaraes Challenge Cup","QF",13.05,12.1,NA,NA,NA,"Gabriela Weronika Sasnal (formerly Janik)","Poland",1993-03-10,NA,2019,30
"17221",17221,"May 18-19","Polish Cup","AA",13.9,13.1,13.333,13.6,53.933,"Gabriela Weronika Sasnal (formerly Janik)","Poland",1993-03-10,NA,2019,30
"17222",17222,"May 18-19","Polish Cup","QF",14.2,13.3,12.2,13.333,53.033,"Gabriela Weronika Sasnal (formerly Janik)","Poland",1993-03-10,NA,2019,30
"17223",17223,"May 11-13","Unni & Haralds Trophy","EF",13.525,9.75,12.3,11.85,NA,"Gabriela Weronika Sasnal (formerly Janik)","Poland",1993-03-10,NA,2019,30
"17224",17224,"May 11-13","Unni & Haralds Trophy","AA",13.9,12.35,12.4,12.05,50.7,"Gabriela Weronika Sasnal (formerly Janik)","Poland",1993-03-10,NA,2019,30
"17225",17225,"Nov 23-26","Cottbus World Cup","EF",12.916,NA,NA,NA,NA,"Gabriela Weronika Sasnal (formerly Janik)","Poland",1993-03-10,NA,2018,30
"17226",17226,"Nov 23-26","Cottbus World Cup","QF",13.025,11.45,NA,NA,NA,"Gabriela Weronika Sasnal (formerly Janik)","Poland",1993-03-10,NA,2018,30
"17227",17227,"Aug 19-29","Summer Universiade","EF",13.4,NA,NA,NA,NA,"Gabriela Weronika Sasnal (formerly Janik)","Poland",1993-03-10,NA,2018,30
"17228",17228,"Aug 19-29","Summer Universiade","AA",13.9,13.15,12.5,12.5,52.05,"Gabriela Weronika Sasnal (formerly Janik)","Poland",1993-03-10,NA,2018,30
"17229",17229,"Aug 19-29","Summer Universiade","QF",13.75,13.05,11.65,11.75,50.2,"Gabriela Weronika Sasnal (formerly Janik)","Poland",1993-03-10,NA,2018,30
"17230",17230,"May 26-28","Polish Championships","EF",13.9,13.2,12.75,12.75,NA,"Gabriela Weronika Sasnal (formerly Janik)","Poland",1993-03-10,NA,2018,30
"17231",17231,"May 26-28","Polish Championships","AA",14.033,12.467,12.933,13.1,52.533,"Gabriela Weronika Sasnal (formerly Janik)","Poland",1993-03-10,NA,2018,30
"17232",17232,"May 18-21","Osijek Challenge Cup","EF",13.767,13.4,NA,NA,NA,"Gabriela Weronika Sasnal (formerly Janik)","Poland",1993-03-10,NA,2018,30
"17233",17233,"May 18-21","Osijek Challenge Cup","QF",13.675,12.8,10.15,12.3,NA,"Gabriela Weronika Sasnal (formerly Janik)","Poland",1993-03-10,NA,2018,30
"17234",17234,"Apr 19-23","European Championships","QF",13.6,11.666,11.733,11.5,48.499,"Gabriela Weronika Sasnal (formerly Janik)","Poland",1993-03-10,NA,2018,30
"17235",17235,"Mar 30-Apr 2","Stella Zakharova Cup","EF",13.2,13.325,12.85,12.575,NA,"Gabriela Weronika Sasnal (formerly Janik)","Poland",1993-03-10,NA,2018,30
"17236",17236,"Mar 30-Apr 2","Stella Zakharova Cup","AA",13.35,11.05,10.9,11.2,46.5,"Gabriela Weronika Sasnal (formerly Janik)","Poland",1993-03-10,NA,2018,30
"17237",17237,"Mar 10-11","Polish Senior Cup","AA",13.85,12.1,12.45,11.15,49.55,"Gabriela Weronika Sasnal (formerly Janik)","Poland",1993-03-10,NA,2018,30
"17238",17238,"Mar 10-11","Polish Senior Cup","QF",14,11,12.6,11.6,49.2,"Gabriela Weronika Sasnal (formerly Janik)","Poland",1993-03-10,NA,2018,30
"17239",17239,"Jun 1-5","European Championships","QF",14.233,13.2,11.566,12.4,51.399,"Gabriela Weronika Sasnal (formerly Janik)","Poland",1993-03-10,NA,2017,30
"17240",17240,"Apr 28-May 1","Polish Championships","AA",14.7,12.7,13.15,12.4,52.95,"Gabriela Weronika Sasnal (formerly Janik)","Poland",1993-03-10,NA,2017,30
"17241",17241,"Apr 16-18","Olympic Test Event","EF",13.916,NA,NA,NA,NA,"Gabriela Weronika Sasnal (formerly Janik)","Poland",1993-03-10,NA,2017,30
"17242",17242,"Apr 16-18","Olympic Test Event","AA",14.1,13.6,12.933,12.7,53.333,"Gabriela Weronika Sasnal (formerly Janik)","Poland",1993-03-10,NA,2017,30
"17243",17243,"Mar 31-Apr 3","Cottbus World Challenge Cup","EF",13.949,13.266,NA,NA,NA,"Gabriela Weronika Sasnal (formerly Janik)","Poland",1993-03-10,NA,2017,30
"17244",17244,"Mar 31-Apr 3","Cottbus World Challenge Cup","QF",13.9,13.6,NA,NA,NA,"Gabriela Weronika Sasnal (formerly Janik)","Poland",1993-03-10,NA,2017,30
"17245",17245,"Mar 18-20","DTB Team Challenge","TF",14.033,12.4,12.9,13.566,52.899,"Gabriela Weronika Sasnal (formerly Janik)","Poland",1993-03-10,NA,2017,30
"17246",17246,"Mar 18-20","DTB Team Challenge","QF",14.45,12.35,11.9,13.3,52,"Gabriela Weronika Sasnal (formerly Janik)","Poland",1993-03-10,NA,2017,30
