Date,Competition,,VT,UB,BB,FX,AA,Full_Name,Nation,Birthdate,comp_year,Comp_Year
Jun 9-10,Gym Festival Trnava,AA,13.7,12.3,13.25,12.05,51.3,Ioana Stanciulescu,Romania,18-Feb-04,,2019
5-May,Deva Friendly,AA,,10.5,,,,Ioana Stanciulescu,Romania,18-Feb-04,,2019
3-Sep,Romanian Championships,EF,,,13.866,,,Ioana Stanciulescu,Romania,18-Feb-04,,2018
3-Sep,Romanian Championships,AA,,11.566,13.4,,,Ioana Stanciulescu,Romania,18-Feb-04,,2018
Feb 10-12,Nadia Comaneci Invitational,AA,13.85,11.5,13.8,13.45,52.6,Ioana Stanciulescu,Romania,18-Feb-04,,2018
Sep 17-19,Romanian Championships,EF,12.884*,,,12.4,,Ana Maria Turcu,Romania,12-Dec-06,,2022
Sep 17-19,Romanian Championships,AA,13.25,8.85,12.45,12.65,47.2,Ana Maria Turcu,Romania,12-Dec-06,,2022
11-Jun,Romanian Junior Championships,AA,12.7,10.1,12.1,12.75,47.65,Ana Maria Turcu,Romania,12-Dec-06,,2022
Nov 18-21,Romanian Championships,EF,12.434*,,12.467,12.5,,Ana Maria Turcu,Romania,12-Dec-06,,2021
Nov 18-21,Romanian Championships,AA,12.767,10.233,12.567,12.467,48.034,Ana Maria Turcu,Romania,12-Dec-06,,2021
Nov 18-21,Romanian Championships,AA,12.733,10.7,12.467,12.5,48.4,Ana Maria Turcu,Romania,12-Dec-06,,2021
Nov 28-30,Olympic Hopes Cup,AA,12.533,8.9,11.467,11.967,44.867,Ana Maria Turcu,Romania,12-Dec-06,,2020
Oct 25-27,Salamunov Memorial,EF,12.550*,,12.1,12.05,,Ana Maria Turcu,Romania,12-Dec-06,,2020
Oct 25-27,Salamunov Memorial,AA,12.95,8.4,11.9,12.25,45.5,Ana Maria Turcu,Romania,12-Dec-06,,2020
Oct 18-20,Romanian Individual Championships,EF,12.725*,11.25,12.05,13,,Ana Maria Turcu,Romania,12-Dec-06,,2020
Oct 18-20,Romanian Individual Championships,AA,13,10,12.15,12.75,47.9,Ana Maria Turcu,Romania,12-Dec-06,,2020
Sep 6-8,Romanian Championships,EF,12.260*,,,,,Ana Maria Turcu,Romania,12-Dec-06,,2020
Sep 6-8,Romanian Championships,AA,12.5,8.6,12.55,11.35,45,Ana Maria Turcu,Romania,12-Dec-06,,2020
14-Jun,Romanian Junior Championships,AA,13.05,10.9,12.55,12.85,49.35,Ana Maria Turcu,Romania,12-Dec-06,,2020
Jun 7-9,Petrom Cup,AA,13.1,10.9,12.7,12.5,49.2,Ana Maria Turcu,Romania,12-Dec-06,,2020
Nov 10-11,Romanian Junior Championships,EF,12.565*,,12.933,,,Ana Maria Turcu,Romania,12-Dec-06,,2019
Nov 10-11,Romanian Junior Championships,AA,12.595,11.34,13.2,11.96,49.095,Ana Maria Turcu,Romania,12-Dec-06,,2019
Nov 26-27,Romanian Junior Individual Championships,AA,12.767,11.333,13.467,12.7,50.267,Alexia Gabriela Vanoaga,Romania,21-Oct-08,,2023
Nov 12-13,Tournoi International,AA,12.7,8.366,12.133,12.333,45.532,Alexia Gabriela Vanoaga,Romania,21-Oct-08,,2023
Sep 30-Oct 2,Romanian Championships,EF,10.700*,,11.867,12.8,,Alexia Gabriela Vanoaga,Romania,21-Oct-08,,2023
Sep 30-Oct 2,Romanian Championships,AA,12.267,10.033,12.133,12.9,47.333,Alexia Gabriela Vanoaga,Romania,21-Oct-08,,2023
16-Jul,Petrom Cup,AA,12.8,11.8,12.1,12.266,48.966,Alexia Gabriela Vanoaga,Romania,21-Oct-08,,2023
Jul 2-3,Romanian Junior Championships,AA,12.4,9.85,11.2,12.95,46.4,Alexia Gabriela Vanoaga,Romania,21-Oct-08,,2023
21-May,Tata Junior Friendly,AA,12.5,11.7,12.6,12.6,49.4,Alexia Gabriela Vanoaga,Romania,21-Oct-08,,2023
Sep 17-19,Romanian Championships,AA,12.25,11.5,12.65,12.25,48.65,Alexia Gabriela Vanoaga,Romania,21-Oct-08,,2022
Jun 25-27,FIT Challenge,EF,,9.5,,11.95,,Alexia Gabriela Vanoaga,Romania,21-Oct-08,,2022
Jun 25-27,FIT Challenge,AA,12.1,10.975,9.975,12.35,45.4,Alexia Gabriela Vanoaga,Romania,21-Oct-08,,2022
11-Jun,Romanian Junior Championships,AA,12.75,11.55,11.6,12.9,48.8,Alexia Gabriela Vanoaga,Romania,21-Oct-08,,2022
Nov 26-27,Romanian Junior Individual Championships,EF,13.467*,11.6,13.233,13.333,,Sabrina Voinea,Romania,4-Jun-07,,2023
Nov 26-27,Romanian Junior Individual Championships,AA,13.7,12,13.167,13.2,52.067,Sabrina Voinea,Romania,4-Jun-07,,2023
Nov 12-13,Tournoi International,EF,13.183*,,11.766,12.7,,Sabrina Voinea,Romania,4-Jun-07,,2023
Nov 12-13,Tournoi International,AA,13.6,11.233,13.066,12.566,50.465,Sabrina Voinea,Romania,4-Jun-07,,2023
Aug 11-21,European Championships,EF,13.250*,,,12.966,,Sabrina Voinea,Romania,4-Jun-07,,2023
Aug 11-21,European Championships,AA,12.866,11.433,12.7,13.066,50.065,Sabrina Voinea,Romania,4-Jun-07,,2023
Jul 24-30,European Youth Olympic Festival,EF,13.266*,,,12.7,,Sabrina Voinea,Romania,4-Jun-07,,2023
Jul 24-30,European Youth Olympic Festival,AA,13.65,11.2,11.45,12.65,48.95,Sabrina Voinea,Romania,4-Jun-07,,2023
16-Jul,Petrom Cup,AA,13.6,11.33,12.133,12.466,49.529,Sabrina Voinea,Romania,4-Jun-07,,2023
Jul 2-3,Romanian Junior Championships,AA,13.1,10.35,12.5,13.35,49.3,Sabrina Voinea,Romania,4-Jun-07,,2023
Apr 22-23,3rd Italian Serie A,AA,,,11.75,11.55,,Sabrina Voinea,Romania,4-Jun-07,,2023
Apr 9-10,City of Jesolo Trophy,EF,13.325*,,,12.35,,Sabrina Voinea,Romania,4-Jun-07,,2023
Apr 9-10,City of Jesolo Trophy,AA,13.733,8.1,11.133,12.3,45.266,Sabrina Voinea,Romania,4-Jun-07,,2023
Mar 11-12,2nd Italian Serie A,AA,13.45,,12,,,Sabrina Voinea,Romania,4-Jun-07,,2023
Feb 11-12,1st Italian Serie A,AA,12.75,,12.35,,,Sabrina Voinea,Romania,4-Jun-07,,2023
Nov 20-21,Tournoi International,EF,13.783*,,,,,Sabrina Voinea,Romania,4-Jun-07,,2022
Nov 20-21,Tournoi International,AA,14.233,8.95,11.9,11.6,46.683,Sabrina Voinea,Romania,4-Jun-07,,2022
Sep 17-19,Romanian Championships,EF,13.333*,,,,,Sabrina Voinea,Romania,4-Jun-07,,2022
Sep 17-19,Romanian Championships,AA,13.6,9.25,12.25,12.5,47.6,Sabrina Voinea,Romania,4-Jun-07,,2022
Nov 8-10,Horizon Cup,AA,14.3,11.45,12.25,12.3,50.3,Sabrina Voinea,Romania,4-Jun-07,,2021
1-Nov,Swiss Cup Juniors,AA,14.2,11,12.3,12.3,49.8,Sabrina Voinea,Romania,4-Jun-07,,2021
Oct 18-20,Romanian Individual Championships,EF,14.200*,13.05,13.25,13.3,,Sabrina Voinea,Romania,4-Jun-07,,2021
Oct 18-20,Romanian Individual Championships,AA,14.1,11.4,12.6,13.2,51.3,Sabrina Voinea,Romania,4-Jun-07,,2021
14-Jun,Romanian Junior Championships,AA,13.6,11.2,14.35,13.8,52.95,Sabrina Voinea,Romania,4-Jun-07,,2021
Jun 7-9,Petrom Cup,AA,14.1,10.1,13.25,13.55,51,Sabrina Voinea,Romania,4-Jun-07,,2021
Mar 30-31,Elek Matolay Memorial,EF,12.900*,,,12.5,,Sabrina Voinea,Romania,4-Jun-07,,2021
Mar 30-31,Elek Matolay Memorial,AA,13.2,10.1,10.9,12.9,47.1,Sabrina Voinea,Romania,4-Jun-07,,2021
Nov 10-11,Romanian Junior Championships,EF,13.330*,12.27,13.433,13.6,,Sabrina Voinea,Romania,4-Jun-07,,2019
Nov 10-11,Romanian Junior Championships,AA,13.11,12.94,12.733,13.43,52.213,Sabrina Voinea,Romania,4-Jun-07,,2019
Sep 26-Oct 2,Spartakiade,EF,12.983*,,,,,Eleonora Afanasyeva (formerly Goryunova),Russia,4-Sep-96,,2023
Sep 26-Oct 2,Spartakiade,QF,13.8,,12.433,12.466,,Eleonora Afanasyeva (formerly Goryunova),Russia,4-Sep-96,,2023
Jul 6-10,Russian Cup,EF,13.283*,,,,,Eleonora Afanasyeva (formerly Goryunova),Russia,4-Sep-96,,2023
Jul 6-10,Russian Cup,QF,14,10.433,,,,Eleonora Afanasyeva (formerly Goryunova),Russia,4-Sep-96,,2023
Apr 6-10,Russian Championships,EF,13.383*,,,,,Eleonora Afanasyeva (formerly Goryunova),Russia,4-Sep-96,,2023
Apr 6-10,Russian Championships,QF,13.8,10.766,11.9,12.166,48.632,Eleonora Afanasyeva (formerly Goryunova),Russia,4-Sep-96,,2023
Dec 1-5,Larisa Latynina Cup,EF,12.975*,,,11.05,,Eleonora Afanasyeva (formerly Goryunova),Russia,4-Sep-96,,2022
Dec 1-5,Larisa Latynina Cup,AA,13.1,10.2,12.133,12.067,47.5,Eleonora Afanasyeva (formerly Goryunova),Russia,4-Sep-96,,2022
Aug 23-27,Russian Cup,EF,13.733*,,,,,Eleonora Afanasyeva (formerly Goryunova),Russia,4-Sep-96,,2022
Aug 23-27,Russian Cup,QF,13.867,,10.3,,,Eleonora Afanasyeva (formerly Goryunova),Russia,4-Sep-96,,2022
Mar 4-10,Russian Championships,EF,13.566*,,,,,Eleonora Afanasyeva (formerly Goryunova),Russia,4-Sep-96,,2022
Mar 4-10,Russian Championships,QF,13.9,10.666,10.633,11.333,46.532,Eleonora Afanasyeva (formerly Goryunova),Russia,4-Sep-96,,2022
Mar 4-10,Russian Championships,,,,,,,Eleonora Afanasyeva (formerly Goryunova),Russia,4-Sep-96,,2022
Jun 27-30,Russian Cup,EF,13.933*,,9.866,,,Eleonora Afanasyeva (formerly Goryunova),Russia,4-Sep-96,,2019
Jun 27-30,Russian Cup,AA,14.3,9,11.766,12.066,47.132,Eleonora Afanasyeva (formerly Goryunova),Russia,4-Sep-96,,2019
Jun 27-30,Russian Cup,QF,13.033,10.133,12.366,11.866,47.398,Eleonora Afanasyeva (formerly Goryunova),Russia,4-Sep-96,,2019
Apr 18-22,Russian Championships,EF,13.966*,,,,,Eleonora Afanasyeva (formerly Goryunova),Russia,4-Sep-96,,2019
Apr 18-22,Russian Championships,QF,14.2,10.966,12.033,11.4,48.599,Eleonora Afanasyeva (formerly Goryunova),Russia,4-Sep-96,,2019
Apr 14-15,City of Jesolo Trophy,EF,14.217*,,,,,Eleonora Afanasyeva (formerly Goryunova),Russia,4-Sep-96,,2019
Apr 14-15,City of Jesolo Trophy,AA,13,,10.567,11.167,,Eleonora Afanasyeva (formerly Goryunova),Russia,4-Sep-96,,2019
Mar 21-24,Doha World Cup,EF,13.649*,,,,,Eleonora Afanasyeva (formerly Goryunova),Russia,4-Sep-96,,2019
Mar 21-24,Doha World Cup,QF,13.466*,,12.233,10.966,,Eleonora Afanasyeva (formerly Goryunova),Russia,4-Sep-96,,2019
Dec 19-20,Voronin Cup,EF,13.850*,,,,,Eleonora Afanasyeva (formerly Goryunova),Russia,4-Sep-96,,2018
Dec 19-20,Voronin Cup,AA,14,,12.55,12.2,,Eleonora Afanasyeva (formerly Goryunova),Russia,4-Sep-96,,2018
Nov 23-26,Cottbus World Cup,EF,13.366*,,,,,Eleonora Afanasyeva (formerly Goryunova),Russia,4-Sep-96,,2018
Nov 23-26,Cottbus World Cup,QF,13.675*,,,,,Eleonora Afanasyeva (formerly Goryunova),Russia,4-Sep-96,,2018
Aug 21-27,Russian Cup,EF,14.275*,,13.325,13.925,,Eleonora Afanasyeva (formerly Goryunova),Russia,4-Sep-96,,2018
Aug 21-27,Russian Cup,AA,14.575,11.4,13.675,14.2,53.85,Eleonora Afanasyeva (formerly Goryunova),Russia,4-Sep-96,,2018
Aug 21-27,Russian Cup,QF,14.65,10.975,13.175,13.35,52.15,Eleonora Afanasyeva (formerly Goryunova),Russia,4-Sep-96,,2018
Mar 1-5,Russian Championships,EF,13.416*,,,,,Eleonora Afanasyeva (formerly Goryunova),Russia,4-Sep-96,,2018
Mar 1-5,Russian Championships,AA,13,10.2,11.366,13.066,47.632,Eleonora Afanasyeva (formerly Goryunova),Russia,4-Sep-96,,2018
Mar 1-5,Russian Championships,QF,14.4,10.1,11.633,12.5,48.633,Eleonora Afanasyeva (formerly Goryunova),Russia,4-Sep-96,,2018
Apr 3-6,Russian Championships,QF,13.487,9.4,11.9,12.533,47.3,Eleonora Afanasyeva (formerly Goryunova),Russia,4-Sep-96,,2017
May 17-18,Dityatin Cup,EF,12.613*,,11.825,,,Eleonora Afanasyeva (formerly Goryunova),Russia,4-Sep-96,,2014
May 17-18,Dityatin Cup,AA,13.467,10.733,13.366,12.7,50.266,Eleonora Afanasyeva (formerly Goryunova),Russia,4-Sep-96,,2014
Mar 3-7,Russian Championships,AA,14.1,9.95,11.4,12.45,47.9,Eleonora Afanasyeva (formerly Goryunova),Russia,4-Sep-96,,2014
Mar 3-7,Russian Championships,TF,13.05,,10.45,12.4,,Eleonora Afanasyeva (formerly Goryunova),Russia,4-Sep-96,,2014
Nov 29-30,Voronin Cup,EF,,14.95,,,,Anastasia Agafonova,Russia,4-Aug-03,,2022
Nov 29-30,Voronin Cup,AA,,14.6,,,,Anastasia Agafonova,Russia,4-Aug-03,,2022
Nov 21-24,Cottbus World Cup,EF,,14.733,,,,Anastasia Agafonova,Russia,4-Aug-03,,2022
Nov 21-24,Cottbus World Cup,QF,,14.433,12.833,11.1,,Anastasia Agafonova,Russia,4-Aug-03,,2022
Oct 4-13,World Championships,TF,,14.566,12.166,,,Anastasia Agafonova,Russia,4-Aug-03,,2022
Oct 4-13,World Championships,QF,13.4,14.7,13.033,12.666,53.799,Anastasia Agafonova,Russia,4-Aug-03,,2022
Sep 14-15,Paris Challenge Cup,EF,,14.6,13.4,,,Anastasia Agafonova,Russia,4-Aug-03,,2022
Sep 14-15,Paris Challenge Cup,QF,,14.55,13.55,11.9,,Anastasia Agafonova,Russia,4-Aug-03,,2022
Aug 23-27,Russian Cup,AA,,12.367,11.633,,,Anastasia Agafonova,Russia,4-Aug-03,,2022
May 23-26,Osijek Challenge Cup,EF,,13.5,10.5,12.7,,Anastasia Agafonova,Russia,4-Aug-03,,2022
May 23-26,Osijek Challenge Cup,QF,,13.6,12.2,12,,Anastasia Agafonova,Russia,4-Aug-03,,2022
Mar 4-10,Russian Championships,EF,,14.3,,,,Anastasia Agafonova,Russia,4-Aug-03,,2022
Mar 4-10,Russian Championships,AA,12.666,13.933,11.866,12.066,50.531,Anastasia Agafonova,Russia,4-Aug-03,,2022
Mar 4-10,Russian Championships,QF,12.833,14.033,12.1,12.5,51.466,Anastasia Agafonova,Russia,4-Aug-03,,2022
Apr 5-8,Russian Junior Championships,EF,12.983*,13,13.766,13.133,,Anastasia Agafonova,Russia,4-Aug-03,,2019
Apr 5-8,Russian Junior Championships,AA,,,,,53.532,Anastasia Agafonova,Russia,4-Aug-03,,2019
Apr 5-8,Russian Junior Championships,QF,13.266,13.966,13.63,13.266,54.128,Anastasia Agafonova,Russia,4-Aug-03,,2019
Apr 1-2,City of Jesolo Trophy,AA,13.4,13.45,13.25,11.15,51.25,Anastasia Agafonova,Russia,4-Aug-03,,2019
Apr 4-10,Russian Championships,EF,13.450*,13.7,,13.3,,Anastasia Agafonova,Russia,4-Aug-03,,2017
Apr 4-10,Russian Championships,AA,13.8,12.733,14.5,13.567,54.6,Anastasia Agafonova,Russia,4-Aug-03,,2017
Apr 4-10,Russian Championships,QF,13.633,13.7,12.533,13.833,53.699,Anastasia Agafonova,Russia,4-Aug-03,,2017
Sep 26-Oct 2,Spartakiade,EF,,,13.166,,,Maria Agafonova,Russia,3-Oct-05,,2023
Sep 26-Oct 2,Spartakiade,AA,13.833,13.266,13.8,12.566,53.465,Maria Agafonova,Russia,3-Oct-05,,2023
Sep 26-Oct 2,Spartakiade,QF,13.266,13.366,13.566,12.166,52.364,Maria Agafonova,Russia,3-Oct-05,,2023
Jul 6-10,Russian Cup,EF,13.233*,13.466,11.966,13.8,,Maria Agafonova,Russia,3-Oct-05,,2023
Jul 6-10,Russian Cup,AA,12.6,13.033,13.766,13.133,52.532,Maria Agafonova,Russia,3-Oct-05,,2023
Jul 6-10,Russian Cup,QF,13.466,13.133,13.5,13.366,53.465,Maria Agafonova,Russia,3-Oct-05,,2023
Apr 6-10,Russian Championships,EF,,,12.4,13.7,,Maria Agafonova,Russia,3-Oct-05,,2023
Apr 6-10,Russian Championships,AA,13.133,12.1,12.566,12.033,49.832,Maria Agafonova,Russia,3-Oct-05,,2023
Apr 6-10,Russian Championships,QF,12.266,11.7,14.066,13.366,51.398,Maria Agafonova,Russia,3-Oct-05,,2023
Jun 6-12,Russian Cup,EF,,,12.566,,,Maria Agafonova,Russia,3-Oct-05,,2022
Jun 6-12,Russian Cup,AA,13.5,12.433,13.033,12.433,51.399,Maria Agafonova,Russia,3-Oct-05,,2022
Jun 6-12,Russian Cup,QF,13.6,12.6,13.066,11.7,50.966,Maria Agafonova,Russia,3-Oct-05,,2022
Mar 10-14,Russian Championships,EF,,,12.2,,,Maria Agafonova,Russia,3-Oct-05,,2022
Mar 10-14,Russian Championships,AA,12.8,12.466,12.333,13.333,50.932,Maria Agafonova,Russia,3-Oct-05,,2022
Mar 10-14,Russian Championships,QF,13.4,11.8,13.933,12.366,51.499,Maria Agafonova,Russia,3-Oct-05,,2022
Feb 8-12,Russian Federal Championships,EF,,11.666,14.3,13,,Maria Agafonova,Russia,3-Oct-05,,2022
Feb 8-12,Russian Federal Championships,AA,13.9,11.65,12.7,13.4,51.65,Maria Agafonova,Russia,3-Oct-05,,2022
Feb 8-12,Russian Federal Championships,QF,13.95,13.2,13.5,13.4,54.05,Maria Agafonova,Russia,3-Oct-05,,2022
May 13-18,Russian Junior Championships,EF,,,11.8,,,Maria Agafonova,Russia,3-Oct-05,,2021
May 13-18,Russian Junior Championships,AA,11.8,10.366,13.234,12.834,48.234,Maria Agafonova,Russia,3-Oct-05,,2021
May 13-18,Russian Junior Championships,QF,11.966,9.866,13,12.1,46.932,Maria Agafonova,Russia,3-Oct-05,,2021
Mar 8-9,Tiger Cup,EF,11.963*,9.85,13.35,12.025,,Maria Agafonova,Russia,3-Oct-05,,2021
Mar 8-9,Tiger Cup,AA,12.15,10.7,12.77,13.2,48.82,Maria Agafonova,Russia,3-Oct-05,,2021
Sep 26-Oct 2,Spartakiade,EF,,14.6,13.866,,,Ekaterina Andreeva,Russia,23-Jan-08,,2023
Sep 26-Oct 2,Spartakiade,AA,12.566,13.9,13.766,12.733,52.965,Ekaterina Andreeva,Russia,23-Jan-08,,2023
Sep 26-Oct 2,Spartakiade,QF,12.9,14.4,13.866,12000,53.166,Ekaterina Andreeva,Russia,23-Jan-08,,2023
Apr 6-10,Russian Championships,EF,12.933*,14.2,13.7,12.066,,Ekaterina Andreeva,Russia,23-Jan-08,,2023
Apr 6-10,Russian Championships,AA,12.966,14.666,12.933,13.133,53.698,Ekaterina Andreeva,Russia,23-Jan-08,,2023
Apr 6-10,Russian Championships,QF,12.766,14.4,14.333,13.233,54.732,Ekaterina Andreeva,Russia,23-Jan-08,,2023
Nov 27-28,Top Gym Tournament,EF,,13.4,11.85,,,Ekaterina Andreeva,Russia,23-Jan-08,,2022
Nov 27-28,Top Gym Tournament,AA,13.3,13.15,12.05,12.5,51,Ekaterina Andreeva,Russia,23-Jan-08,,2022
Apr 1-4,Russian Junior Championships,EF,13.370*,13.6,13.26,13.06,,Ekaterina Andreeva,Russia,23-Jan-08,,2022
Apr 1-4,Russian Junior Championships,AA,13.2,13.84,12.04,12.84,51.92,Ekaterina Andreeva,Russia,23-Jan-08,,2022
Apr 1-4,Russian Junior Championships,QF,13.4,13.7,12.06,13.12,52.28,Ekaterina Andreeva,Russia,23-Jan-08,,2022
May 13-18,Russian Junior Championships,EF,13.633*,13.5,,13,,Olga Astafyeva,Russia,6-May-04,,2021
May 13-18,Russian Junior Championships,AA,13.4,13.7,12.5,13.1,52.7,Olga Astafyeva,Russia,6-May-04,,2021
May 13-18,Russian Junior Championships,QF,13.433,14.233,12.5,13.167,53.333,Olga Astafyeva,Russia,6-May-04,,2021
Mar 2-3,City of Jesolo Trophy,AA,13.833,13.967,12.1,13.133,53.033,Olga Astafyeva,Russia,6-May-04,,2021
Dec 12-13,Voronin Cup,AA,13.35,12.65,11.575,12.475,50.05,Olga Astafyeva,Russia,6-May-04,,2019
Aug 2-12,European Championships,EF,13.450*,,,12.7,,Olga Astafyeva,Russia,6-May-04,,2019
Aug 2-12,European Championships,AA,13.533,12.6,12.9,13.166,52.199,Olga Astafyeva,Russia,6-May-04,,2019
Jun 27-30,Russian Junior Championships,EF,13.449*,14.1,12.6,12.933,,Olga Astafyeva,Russia,6-May-04,,2019
Jun 27-30,Russian Junior Championships,AA,13.9,13.7,11.8,12.833,52.233,Olga Astafyeva,Russia,6-May-04,,2019
Jun 27-30,Russian Junior Championships,QF,13.533,14.1,13.6,13.333,54.566,Olga Astafyeva,Russia,6-May-04,,2019
Mar 9-11,International Gymnix,AA,13.434,12.767,11.867,12.943,51.002,Olga Astafyeva,Russia,6-May-04,,2019
Dec 19-20,Voronin Cup,AA,12.875,13.075,12.525,,,Olga Astafyeva,Russia,6-May-04,,2018
Apr 5-8,Russian Junior Championships,EF,13.317*,13.1,13.5,13.233,,Olga Astafyeva,Russia,6-May-04,,2018
Apr 5-8,Russian Junior Championships,AA,,,,,51.635,Olga Astafyeva,Russia,6-May-04,,2018
Apr 5-8,Russian Junior Championships,QF,13.033,13.766,12.93,13.2,52.929,Olga Astafyeva,Russia,6-May-04,,2018
Jun 6-12,Russian Cup,EF,,,,13.266,,Daria Belousova,Russia,10-Dec-03,,2022
Jun 6-12,Russian Cup,AA,11.933,13.033,12.8,13.2,50.966,Daria Belousova,Russia,10-Dec-03,,2022
Jun 6-12,Russian Cup,QF,13.066,13,12.833,13.1,51.999,Daria Belousova,Russia,10-Dec-03,,2022
Mar 10-14,Russian Championships,EF,,,,12.766,,Daria Belousova,Russia,10-Dec-03,,2022
Mar 10-14,Russian Championships,AA,13.233,12.2,12.533,13.2,51.166,Daria Belousova,Russia,10-Dec-03,,2022
Mar 10-14,Russian Championships,QF,12.633,12.066,13.1,13.3,51.099,Daria Belousova,Russia,10-Dec-03,,2022
22-Feb,2nd Italian Serie A,AA,13.4,13.65,,,,Daria Belousova,Russia,10-Dec-03,,2021
Jan 31-Feb 1,1st Italian Serie A,AA,,13.85,12.55,,,Daria Belousova,Russia,10-Dec-03,,2021
Aug 23-27,Russian Cup,EF,,13.266,12.966,13.266,,Daria Belousova,Russia,10-Dec-03,,2020
Aug 23-27,Russian Cup,AA,12.8,12.666,13.1,11.8,50.366,Daria Belousova,Russia,10-Dec-03,,2020
Aug 23-27,Russian Cup,QF,13.4,12.733,13.033,12.867,52.033,Daria Belousova,Russia,10-Dec-03,,2020
Jun 18-19,Korea Cup,EF,,13.133,11.733,12.033,,Daria Belousova,Russia,10-Dec-03,,2020
Mar 15-17,DTB Team Challenge,TF,13.3,,12.466,13,,Daria Belousova,Russia,10-Dec-03,,2020
Mar 15-17,DTB Team Challenge,AA,13.5,,12.35,12.85,,Daria Belousova,Russia,10-Dec-03,,2020
Mar 4-10,Russian Championships,EF,,,,12.966,,Daria Belousova,Russia,10-Dec-03,,2020
Mar 4-10,Russian Championships,AA,13.166,13.666,12.533,12.966,52.331,Daria Belousova,Russia,10-Dec-03,,2020
Mar 4-10,Russian Championships,QF,13.5,14,12.833,13.5,53.833,Daria Belousova,Russia,10-Dec-03,,2020
Jun 27-30,Russian Junior Championships,EF,,13.433,,,,Daria Belousova,Russia,10-Dec-03,,2019
Jun 27-30,Russian Junior Championships,QF,,13.733,,,,Daria Belousova,Russia,10-Dec-03,,2019
23-Jun,Youth Olympic Games Qualifier,AA,13.4,13.933,12.633,13.1,53.066,Daria Belousova,Russia,10-Dec-03,,2019
Apr 14-15,City of Jesolo Trophy,EF,,13.633,,,,Daria Belousova,Russia,10-Dec-03,,2019
Apr 14-15,City of Jesolo Trophy,AA,13.467,13.667,12.5,12.7,52.334,Daria Belousova,Russia,10-Dec-03,,2019
Dec 19-20,Voronin Cup,EF,,,12.333,,,Daria Belousova,Russia,10-Dec-03,,2018
Dec 19-20,Voronin Cup,AA,,13.25,13.95,,,Daria Belousova,Russia,10-Dec-03,,2018
Apr 5-8,Russian Junior Championships,EF,13.233*,,,13.566,,Daria Belousova,Russia,10-Dec-03,,2018
Apr 5-8,Russian Junior Championships,AA,,,,,52.696,Daria Belousova,Russia,10-Dec-03,,2018
Apr 5-8,Russian Junior Championships,QF,13.733,11.7,12.57,13.633,51.636,Daria Belousova,Russia,10-Dec-03,,2018
Mar 10-12,International Gymnix,EF,,13.15,12.425,12.95,,Daria Belousova,Russia,10-Dec-03,,2018
Mar 10-12,International Gymnix,AA,13.467,13.167,13.267,13.367,53.268,Daria Belousova,Russia,10-Dec-03,,2018
Apr 4-10,Russian Championships,EF,13.333*,11.633,13.233,,,Daria Belousova,Russia,10-Dec-03,,2017
Apr 4-10,Russian Championships,AA,13.567,13.2,14.033,13.333,54.133,Daria Belousova,Russia,10-Dec-03,,2017
Apr 4-10,Russian Championships,QF,13.467,12.767,13.8,13.133,53.167,Daria Belousova,Russia,10-Dec-03,,2017
7-Dec,Top 12 Series 2,AA,,12.55,,,,Daria Elizarova,"Russia, formerly Uzbekistan",28-Jan-91,,2021
30-Nov,Top 12 Series 1,AA,,10.65,,,,Daria Elizarova,"Russia, formerly Uzbekistan",28-Jan-91,,2021
Mar 4-10,Russian Championships,EF,,13.033,13.1,12.6,,Daria Elizarova,"Russia, formerly Uzbekistan",28-Jan-91,,2021
Mar 4-10,Russian Championships,AA,13.566,12.633,13.366,12.733,52.298,Daria Elizarova,"Russia, formerly Uzbekistan",28-Jan-91,,2021
Mar 4-10,Russian Championships,QF,13.933,13.066,13.466,13.2,53.665,Daria Elizarova,"Russia, formerly Uzbekistan",28-Jan-91,,2021
16-Feb,Top 12 Series 3,AA,,12.8,,12.8,,Daria Elizarova,"Russia, formerly Uzbekistan",28-Jan-91,,2021
Dec 12-13,Voronin Cup,AA,13.825,10.575,11.85,12.45,48.7,Daria Elizarova,"Russia, formerly Uzbekistan",28-Jan-91,,2019
1-Dec,Bundesliga Finals,AA,13,11.6,11.8,12.3,48.7,Daria Elizarova,"Russia, formerly Uzbekistan",28-Jan-91,,2019
24-Nov,Top 12 Series 1,AA,,10.95,12.9,13.2,,Daria Elizarova,"Russia, formerly Uzbekistan",28-Jan-91,,2019
Jun 27-30,Russian Cup,EF,,,13.266,,,Daria Elizarova,"Russia, formerly Uzbekistan",28-Jan-91,,2019
Jun 27-30,Russian Cup,AA,13.766,13,11.6,13.066,51.432,Daria Elizarova,"Russia, formerly Uzbekistan",28-Jan-91,,2019
Jun 27-30,Russian Cup,QF,13.833,13.4,12.7,12.166,52.099,Daria Elizarova,"Russia, formerly Uzbekistan",28-Jan-91,,2019
Apr 18-22,Russian Championships,EF,,,12.466,13.166,,Daria Elizarova,"Russia, formerly Uzbekistan",28-Jan-91,,2019
Apr 18-22,Russian Championships,AA,13.666,12.1,12.966,13.566,52.298,Daria Elizarova,"Russia, formerly Uzbekistan",28-Jan-91,,2019
Apr 18-22,Russian Championships,QF,13.766,12.566,12.933,13.7,52.965,Daria Elizarova,"Russia, formerly Uzbekistan",28-Jan-91,,2019
24-Feb,Top 12 Series 4,AA,,11.95,12.5,,,Daria Elizarova,"Russia, formerly Uzbekistan",28-Jan-91,,2019
